id,title,artist,album,genre,danceability,energy,valence,acousticness,tempo_bpm,mood
6oJduNyGLnBzY12NeIlRvh,Spiral Galaxy,Jeff Mills,SIGHT SOUND AND SPACE,detroit-techno,0.555,0.995,0.758,0.0258,119.171,happy
5YZMJiVEthl7905WzW8dzS,Y de Quién Es?,Aonikenk,Lanza en Mano,heavy-metal,0.461,0.971,0.215,7.69e-05,157.74,intense
6rUtMKEej81ORTGtCpjyOJ,Best Day Of My Life,Tom Odell,Best Day Of My Life,chill,0.683,0.187,0.101,0.983,117.92,sad
6ucDjMpL1RzH8bJ1mwoNpI,Reuben's Train,Foghorn Stringband,Rock Island Grange,bluegrass,0.617,0.711,0.721,0.537,142.79,happy
6KfqrM6To2CjbXqJN3Pulw,I Got A Feeling,Felix Jaehn;Robin Schulz;Georgia Ku,Night Drive Autumn/Winter 2022/23,edm,0.598,0.833,0.406,0.0196,124.973,chill
2hRNxkgCScd5yxbTsrGQR4,Vinheta: Beat Box II / Como Tudo Deve Ser - Ao Vivo,Charlie Brown Jr.,Acústico (Ao Vivo),alt-rock,0.544,0.596,0.794,0.226,80.96,chill
2ZWUcwJFwHAKmfWbc1bOK9,Controlled By Fear,Toxic Holocaust,Primal Future: 2019,black-metal,0.498,0.92,0.483,0.00309,92.517,chill
47U6UBCMwwXkf7saw2VAW3,Opus II,Terrence Woods,Opus II,study,0.558,0.246,0.453,0.457,31.834,chill
2mLYjGJ1Fl4qNept7opf7Y,Mr. Jones,Counting Crows,Rock Workout 2023,alternative,0.571,0.836,0.73,0.194,141.612,happy
2SpEHTbUuebeLkgs9QB7Ue,Jolene,Dolly Parton,Jolene,country,0.674,0.537,0.809,0.566,110.578,chill
1yoqnfKCN9QltgyjAF1dTm,Crossroads,MBW,Crossroads,hardstyle,0.47,0.705,0.119,0.0235,151.79,intense
3YfG9ch4qcYbDhwVtDuzQm,"Thuli Thuli (From ""Paiya"")",Yuvan Shankar Raja;Haricharan;Tanvi Shah,All About Love: Yuvanshankar Raja,pop-film,0.706,0.528,0.634,0.257,92.021,chill
35ZmCVnfYRdK1iLGCxNhMa,The Only,Static-X,Shadow Zone,metal,0.428,0.979,0.292,7.04e-05,104.84,intense
0BhH8IeKQa3MW7J3dpl6x0,Ghostbusters - Lo-Fi,hope mona,trick or treat on beat,study,0.816,0.596,0.756,0.76,116.022,chill
4xqZ4uWihfEmryrAASlF5y,Mankementje,Cast - Frozen,Frozen (Originele Nederlandstalige Soundtrack),disney,0.603,0.487,0.792,0.549,109.349,chill
2JvPJ8ydPuN2NhpH4oti6I,Dance Hall Days,Wang Chung,Points On The Curve,synth-pop,0.664,0.589,0.54,0.259,102.74,chill
2jtlU6H5C9WFB0x72f6YGo,Touch,Hybrid Minds;Catching Cairo,Elements,drum-and-bass,0.582,0.821,0.0373,0.0354,86.013,intense
4KCGYOHGExcKUlFkNajeVO,Goiaba,Oaty.,Goiaba,jazz,0.757,0.679,0.374,0.619,103.016,chill
6suU440DRXoxpLNKWf46XJ,O Resgate,Realidade Cruel,Dos Barracos de Maderite aos Palácios de Platina,brazil,0.553,0.732,0.436,0.622,152.59,chill
5QjuTblPokfD03fkfHUuVK,"Hang Me, Oh Hang Me",Dave Van Ronk,Folksinger,blues,0.504,0.0273,0.395,0.931,120.24,sad
37yHxMij3cpN8SdO915LUI,恋するフォーチュンクッキー,AKB48,次の足跡 Type A <初回限定盤>,j-idol,0.681,0.936,0.924,0.259,121.986,happy
5ojKJaUakPsK8SOuh5g3vw,Dig a Little Deeper,China Anne McClain;Disney,Descendants 3 (Original TV Movie Soundtrack),disney,0.464,0.902,0.641,0.0395,203.133,happy
6OSVqTKdYoj5jrbCCNPxRR,Dressed In Decay,CKY,An Ånswer Can Be Found,industrial,0.447,0.865,0.597,4.07e-05,118.382,chill
2pTfNuajiEwpIq7zk66N21,Climb High,Brookes Brothers;Danny Byrd,Orange Lane,drum-and-bass,0.46,0.587,0.145,0.000997,173.997,chill
0JWAGB0kw1rT2vPR1r8IKo,The Rainbow Caverns - From Mine Train Through Nature’s Wonderland,George Bruns,Walt Disney Records The Legacy Collection: Disneyland,disney,0.182,0.254,0.0381,0.99,93.902,sad
4IBL3uksmg3kUOf7iUzkpg,Really Something,Hector Gachan,Untitled '91,garage,0.669,0.713,0.613,0.0383,92.304,happy
3kRGiGpjCFS7CtEBSfHNH0,Soul Bleach,Parkway Drive,Darker Still,metalcore,0.555,0.96,0.353,2.79e-05,126.913,intense
7CV0simdlDvsUY3UD8sF0g,Take Good Care Of My Baby,Bobby Vee,The Very Best Of Bobby Vee,rockabilly,0.459,0.435,0.621,0.794,82.596,chill
0FqBW0B73YSpw5NcmVWI4p,Impressionante - Ao Vivo,Klebson Kollins,Impressionante (Ao Vivo),gospel,0.412,0.619,0.0596,0.0502,134.961,chill
71QWBr5CLcQFXkXgzrg3Iy,Magic,Tony O'Connor,Dreamtime,new-age,0.297,0.0213,0.194,0.988,91.802,sad
15BFn2VmEtonsXfNL1lUmy,I Heard The Bells On Christmas Day,The Civil Wars,Chill Christmas Dinner,folk,0.492,0.145,0.218,0.872,90.078,sad
5HpX5jzbL8OweC2nAG0bC2,Mile Dias,509-E;Dexter;Afro-X,MMII-DC (2002 Depois de Cristo),r-n-b,0.767,0.509,0.733,0.301,153.537,chill
620KT2uyy5Pd9vjaPGdPzH,Cat 2,[Alexandros],I Wanna Go To Hawaii,anime,0.554,0.896,0.519,0.00128,97.472,chill
6KOI9Op0fdvmPBG4RMemZc,"Kapoor & Sons Mashup (By DJ Chetas) (From ""Kapoor & Sons (Since 1921)"")",Nucleya;Benny Dayal;Amaal Mallik;Tanishk Bagchi;Badshah;Arko;Armaan Malik;Arijit Singh;Asees Kaur;Fazilpuria;Sukriti Kakar;Neha Kakkar,"Kapoor & Sons Mashup (By DJ Chetas) (From ""Kapoor & Sons (Since 1921)"")",edm,0.654,0.951,0.521,0.0308,130.094,chill
3wibiU2UECiww5wkSJfPZJ,Manifesto (feat. Lenine e Emicida),Fresno;Lenine;Emicida,Eu Sou a Maré Viva,r-n-b,0.398,0.962,0.199,0.0111,135.107,intense
3ZBJMy7ICSqGfwQivSjqZo,brake down,wavcrush,come pat a bowl,study,0.761,0.428,0.187,0.21,90.014,chill
62BMP3xJ0NupOWjz1eQ0Vj,Sem Sentimento,MC Roger,Sem Sentimento,funk,0.899,0.556,0.626,0.167,150.015,chill
4KYPfZpN9haysWIStzfr3k,Caminito - Remasterizado,Ignacio Corsini,"Colección Completa, Vol. 14 (Remasterizado)",tango,0.617,0.135,0.641,0.992,141.521,relaxed
7JiWFKym2XX7vgQDt0uUmB,On My Own,Said The Sky;William Black;SayWeCanFly,On My Own,dub,0.463,0.773,0.203,0.0322,150.064,intense
53rvxSNmKhy7wMAAygyYWr,Moments,Masicka;Stefflon Don,438,j-dance,0.772,0.658,0.16,0.0622,129.345,chill
2MV2CBFcQa6WPLFMicSvu3,Nosara,Little Symphony,Rialto Beach,guitar,0.0614,0.00153,0.0671,0.969,74.04,sad
6I1mw5BBnLZhOXpKTAXKj7,James the Painter,Jim Florentine;Don Jamieson,Terrorizing Telemarketers 7,comedy,0.616,0.795,0.581,0.986,81.987,chill
6w1JxJHzZYnH3JpK0p1T4u,Carona do Amor,RDN;Suel;Ferrugem,"RDN & Amigos, Vol. 2",samba,0.677,0.514,0.848,0.472,86.128,chill
5I2UElY0XPnPhQhBTxBcq3,Bloodstream,Stateless,Stateless,british,0.701,0.463,0.352,0.357,139.941,chill
5Uvj6AZithdKEQBawSk6ti,Back Way,Vybz Kartel;Spice,Back Way,j-dance,0.823,0.693,0.669,0.188,99.981,chill
1qXj26IIx1XlLxjF5lkL04,Face On The Sand,Siavash Amini,TAR,iranian,0.0704,0.623,0.0376,0.144,76.949,chill
4PU1y3MwA0S2weaQ7DAw2F,Rock-a-Bye Baby,CoComelon,Nursery Rhymes by CoComelon,children,0.715,0.217,0.509,0.822,119.902,chill
5nlTbPMCpCCEr7zXaRbvlq,Seguirei,Rose Nascimento,Para o Mundo Ouvir,brazil,0.604,0.576,0.309,0.527,124.249,chill
5ami95W9OOWQPwrBb5tud5,Watercolour - Full Version; Single,Pendulum,Immersion,drum-and-bass,0.421,0.896,0.169,0.000174,174.065,intense
4ypHsbn2y6aXKuDCHDrYT6,Acapulco,Jason Derulo,Tropical Vibes,dance,0.774,0.792,0.507,0.051,122.062,chill
264Jze0mvGjOzxNG8fLEuO,"Menina, Amanhã de Manhã",Mônica Salmaso,Iaiá,mpb,0.378,0.24,0.533,0.876,101.408,chill
6G0vQhQUP8jUzAkGZ2PXRH,Can't Fight,Lianne La Havas,2Step - Pop R'n'B,r-n-b,0.737,0.522,0.768,0.0772,86.985,chill
4lOFqJQaR5dGIazIBK8XsZ,I Love You,Deluxe,Boys & Girl (Suite et fin),spanish,0.754,0.724,0.637,0.337,105.001,happy
3ESSGgWzRf1xvP7G5hHMhB,Again,Fetty Wap,Fetty Wap (Deluxe),j-dance,0.748,0.733,0.291,0.0062,93.019,intense
1say3kpM3yexV7hazGgXP1,Daylight,MindaRyn,Daylight,anime,0.482,0.838,0.652,0.016,165.984,happy
1sjmKmR4u9xDeJHjDCn2bZ,Penny Lane,The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),british,0.633,0.385,0.647,0.411,113.956,relaxed
4XuEiko0gQBN73HsRTNhkP,Nossa Música,Ponto De Equilíbrio;Gabriel O Pensador,Essa É a Nossa Música,brazil,0.723,0.715,0.773,0.065,90.014,happy
0ngSk8aGEjWS6fsHIV9KKj,Beast in Black,Beast In Black,Berserker,heavy-metal,0.161,0.942,0.198,4.76e-06,89.011,intense
1OxUQrlcUaVLDRpfdxz88u,Silencio,Hector Tricoche,Oro Salsero (20 Éxitos),salsa,0.63,0.643,0.743,0.542,160.774,chill
69vlMrzHwATKzupwNcUPyK,La Santa,Bad Bunny;Daddy Yankee,YHLQMDLG,reggaeton,0.744,0.868,0.586,0.0326,93.037,chill
3GKa3RctO1YHniUDerjAij,"Tritonia (Tritonia 399) - Coming Up, Pt. 1",Tritonal,Tritonia 399,dub,0.852,0.684,0.48,0.0124,125.93,chill
5IXtD2TsspSRVym4DVgdt8,Extinction of Darkness and Light,Inquisition,Black Mass for a Mass Grave,black-metal,0.292,0.984,0.0358,3.51e-05,129.835,intense
0DCLuT6dIBTso6hcEgCTbm,Fire,Crate Diggers,Fruit Loops,study,0.692,0.424,0.405,0.66,82.024,chill
6wqJeItl3Vc3az4ZicSQAB,Before I Forget,Slipknot,Vol. 3: The Subliminal Verses,alternative,0.291,0.974,0.348,0.0177,134.724,intense
4GfDV5KQFbnPP5RXOm9KQf,Secrets,AMARIA BB,What's Done in the Dark,j-dance,0.561,0.4,0.359,0.769,107.954,chill
20X9OeC606XNwEtDBOym5u,Love Drunk,Boys Like Girls,Love Drunk,punk-rock,0.44,0.976,0.412,0.00177,150.005,chill
7yd3GzvC8fxsk0m6hyEXGX,Ainda É Tudo Seu,Luiza Possi;Thiaguinho,Seguir Cantando,mpb,0.676,0.5,0.124,0.422,117.987,chill
78FHUZRbFDCG6VkRAQdFLm,Broken Wings,Mr. Mister,Welcome To The Real World,synth-pop,0.286,0.5,0.443,0.134,99.162,chill
1ONnn6GrKQoGuHUYQ3eTyv,Lágrimas de Crocodilo,João Penca E Seus Miquinhos Amestrados,Hot 20 - João Penca e Seus Miquinhos Amestrados,r-n-b,0.659,0.934,0.844,0.303,135.341,happy
4AJSezeHRUJsQGlnhSQDUM,Cruz de tecido - Ao vivo,O Rappa,O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],brazil,0.506,0.793,0.429,0.498,98.582,chill
0ANM7OVho2pqsFguo832qb,Tu Hi Junoon,Pritam;Mohit Chauhan;Kausar Munir,Dhoom:3,indian,0.603,0.69,0.42,0.101,133.968,chill
4g9vBGwvz06hfW5UKTbYl4,Irreparable,BBS Paranoicos,Og Bo Toyy,hardcore,0.458,0.986,0.294,0.000539,97.078,intense
3ZeSbDI9FsqNaDZTIJZOjM,La Maldad,OConnor,Río Extraño,heavy-metal,0.509,0.895,0.256,0.000571,127.99,intense
1hmfCUTmSfLWecxk8JDNRr,Saving Grace,DRYM;GXD;Christina Novelli,Saving Grace,trance,0.425,0.957,0.071,0.000366,137.88,intense
3agHxWiFTSPZzTgW4mgGwL,Nuestro Gran Amor,Cuco Sánchez,Serie De Coleccion 15 Autenticos,guitar,0.444,0.0811,0.247,0.927,96.216,sad
5jftUou8uMmQ423cCM1p1k,To The Rockabilly Beat,John Lindberg Trio,Made For Rock N Roll,rockabilly,0.542,0.914,0.929,0.00191,91.463,happy
04K4hdavNtIwDwn3V6IKOE,Badlands,In Hearts Wake,Skydancer,metalcore,0.551,0.997,0.121,1.03e-05,111.976,intense
4hElemKogZAQkyalmaMu9f,I Want To Hold Your Hand,Glee Cast,Glee The 3D Concert Movie (Motion Picture Soundtrack),club,0.241,0.552,0.068,0.564,77.939,chill
1aAhNjAqKqUFQ93uesAytf,O Segundo Sol,BaianaSystem;Cássia Eller,O Segundo Sol,afrobeat,0.383,0.711,0.432,0.174,137.036,chill
0ODktM8J48ucTIrvgak5q7,Missing You - Jazz Cafe Mix,Larry Heard,Missing You,chicago-house,0.803,0.364,0.879,0.0686,116.006,relaxed
2NqfkA2lQHqAezTY5h2EZ1,If We Try,Don McLean,Sweet Home Alabama,folk,0.565,0.403,0.48,0.674,109.62,chill
6NXIFaZ5a9rtnhF7GAHF0U,Bitter Sweet Symphony - Remastered 2016,The Verve,Hits Pop Rock 90's,alt-rock,0.356,0.917,0.523,0.0336,171.172,chill
3diPEpZKPa7DyhpMtp5Psw,Layla,DJ Robin;Schürze,Ballermann Hits Party 2023,party,0.442,0.922,0.388,0.00134,140.082,intense
0FyGl6PYFfojqfpqIybYv9,A Favela Venceu,Mc Tikão;Djonga;JR ON;MC Cabelinho,A Favela Venceu,funk,0.699,0.819,0.555,0.347,112.764,chill
1tUeaAwcZK4S1CUDtDwJDc,Butterfly Waltz,Brian Crain,Piano and Cello Duet,new-age,0.361,0.185,0.401,0.988,129.439,chill
1isR16EatwUWvHB1EaWdT0,Waqt Ki Baatien (Lofi Mix),Coffeekids;Rohiiieet,Waqt Ki Baatien (Lofi Mix),indian,0.515,0.399,0.451,0.695,90.463,chill
4LtSTc3xANVhYeeN69nscM,Aaftaab,The Local Train,Vaaqif,rock,0.464,0.391,0.418,0.755,106.887,chill
4rx74n3FvoM0zWU9nZesMw,"Sol, Playa Y Arena","Tito ""El Bambino""",Perreo Tenebroso Vol. 1,latin,0.823,0.656,0.713,0.257,94.038,chill
0PMAlHB4OYyLjqHVvhD3hV,Mia & Sebastian's Theme,Kim Bo,A Piano Dream,piano,0.389,0.0371,0.269,0.994,96.57,sad
5NeP5LxzlLaGlsVFHviHUj,Majhail 1.0,Jordan Sandhu,FAME,hip-hop,0.778,0.648,0.678,0.238,155.836,chill
7q6lr1W6cmGWijl5kCv5RG,Real Muthaphuckkin G's,Eazy-E,It's On (Dr. Dre) 187um Killa,hardcore,0.735,0.797,0.731,0.0174,170.444,happy
0xttqqTj7ZAGyVkfOYxQ4F,Nee Paartha Vizhigal - The Touch of Love,Anirudh Ravichander;Vijay Yesudas;Shweta Mohan,3 (Original Motion Picture Soundtrack),hip-hop,0.665,0.596,0.644,0.293,110.055,chill
4u1MSjULnQ95O8w3cJTOzl,O Que É o Amor,Arlindo Cruz,Mtv Ao Vivo Arlindo Cruz - Cd 1,pagode,0.509,0.75,0.816,0.692,93.948,happy
1VvGJIAjhGdB7InVP9NA7V,Haareya,Sachin-Jigar;Arijit Singh;Priya Saraiya,Meri Pyaari Bindu,pop-film,0.675,0.392,0.534,0.773,123.935,chill
05NYcsjJwOYq4jIiKPVj9p,Hard To Handle,The Black Crowes,Shake Your Money Maker,j-rock,0.599,0.79,0.961,0.00257,103.783,happy
5TLA7O0ogTqwZHbS3ERabw,Blow Up The Outside World,Soundgarden,Down On The Upside,grunge,0.33,0.529,0.148,0.000807,140.156,chill
52KFX9aaIwEuUX1mjlbgvp,"skyscrapers (love now, cry later)",Lil Peep,crybaby,emo,0.659,0.423,0.0364,0.0144,112.223,chill
5rfAvjThTSoBWAJgtFIf5M,Jaque Mate,Maikel Delacalle;Justin Quiles,Queda poco para la PAES 2.0,latino,0.782,0.797,0.554,0.13,110.045,chill
7JhZI4MzYLnjQdvxco3kVU,Bulb,Ardhito Pramono,"Playlist, Vol. 2",j-pop,0.561,0.427,0.449,0.109,76.988,chill
5y2j0voADwpD6ZDGSxdnd7,All on Me,Devin Dawson,Easy Country,country,0.634,0.666,0.625,0.139,80.989,chill
7L93GESzq43UkKUt5FsOCq,Jump Around - 30 Years Remaster,House Of Pain,House of Pain (Fine Malt Lyrics) [30 Years] [Deluxe Edition],hardcore,0.811,0.823,0.827,0.0553,106.929,happy
1KgIBPUmEDdjsMwPnGmDKC,Qalandar (Original Score),Rahat Fateh Ali Khan,Qalandar (Original Score),pop-film,0.592,0.629,0.62,0.779,149.946,chill
0mAPRz8lp5UsaPL00JN8zZ,El Día Que Me Quieras,Carlos Gardel,Tango Collection,tango,0.313,0.242,0.406,0.964,87.07,chill
7bYsIVw6B8QRvtT7TeyRdT,Dead & Bloated,Stone Temple Pilots,Grunge!,hard-rock,0.56,0.81,0.548,0.000156,123.013,chill
5FUCZUiW0cE1t9iCWbQPWE,Nazi Punks Fuck Off,Napalm Death,Noise For Music's Sake,grindcore,0.261,0.977,0.316,0.000152,95.847,intense
5NYejXf1mwigePilCGLjdM,Call Me A Spaceman,Hardwell;Mitch Crown,Spaceman,progressive-house,0.582,0.878,0.35,0.0172,127.945,intense
3fdyHcPGa639HJixHM699h,I Like To Move It From Madagascar,The Party Cats,Kids Dance Party,kids,0.817,0.864,0.826,2.36e-05,129.987,happy
1S5nq7DelsGNc4DVFaJHul,Arrancacorazones - Acústico en Vivo,Attaque 77,"Acústico,Teatro Opera, Buenos Aires, Argentina.",punk,0.385,0.838,0.274,0.23,125.572,intense
2yQJT5fopKSAdJB2aaLgwr,Sleigh Ride,Ella Fitzgerald,World's Best Christmas Playlist,blues,0.593,0.287,0.639,0.764,77.117,relaxed
1I86H4C4Vqm0INF99IGq0r,Problemón,Alvaro Diaz;Rauw Alejandro,Noche de Halloween Latino,reggae,0.729,0.737,0.369,0.275,91.99,intense
3DGSKdFDJsj9URD6fohI5g,Save Yourself,ONE OK ROCK,This Is Why - This Is Rock,rock,0.503,0.849,0.762,0.00428,165.096,happy
0h9SkgqZV9PB04Qnqgz3hZ,She Cries,Colin Donnell,Songs for a New World (New York City Center 2018 Encores! Off-Center Cast Recording),show-tunes,0.425,0.543,0.483,0.596,77.122,chill
5zJkRl2lsuP1bD1djEodCZ,Obsidian Vortex,ATLiens,Obsidian Vortex,dubstep,0.743,0.986,0.185,0.0573,141.997,intense
3Zm5WTuC4K98XAMw5h2V4T,Pump This,Juicy M;Willy Van Florence;Amyss,Actuation ADE 2022 Pre-Party,electronic,0.73,0.935,0.491,0.0124,128.013,chill
48gmTNjtEFROuEWHegOASs,Disposable Heroes,Chimaira,Metal,groove,0.183,0.986,0.291,1.75e-05,187.989,intense
0oIJ7r16P1YsR8hXyMl7l6,Dance - Live,Planetshakers,Endless Praise (Live),world-music,0.602,0.965,0.461,0.00359,130.015,chill
46vfbuNkK1W4k72AYs7rIf,Axel F,Silly Kidz,101 Crazy Jokes for Kids,kids,0.834,0.969,0.716,0.0489,137.985,happy
028odW9VHEdtpcVVMxMs75,House Train - Steve Silk Hurley's Original House Mix,"Steve ""Silk"" Hurley;Risse",House Train (S&S Remixes),chicago-house,0.79,0.875,0.597,0.00248,119.04,chill
7nF9c1EmRF3BNAtKDCwUAK,Cry Baby,Official HIGE DANdism,Editorial,anime,0.346,0.901,0.434,0.0103,199.934,chill
1l75b5q10NeaBkyMy18R5N,As Dores do Mundo - Acústico,Jota Quest,Acústico Jota Quest,mpb,0.609,0.73,0.509,0.384,105.163,chill
0puqSsCdrsmI3HRlpRF5SB,Celebration,Kool & The Gang,80s Bangers Vol. 1,funk,0.857,0.782,0.899,0.139,120.763,happy
2P7u3rUHzWnRQOmeHoWc9m,Hayırlara Ola,Contra,Hayırlara Ola,turkish,0.797,0.48,0.0713,0.132,125.064,chill
3nxQsiBxMP7f1Ey4J7YqNs,Los Métodos Piqueteros,Las manos de Filippi,Los Métodos Piqueteros,ska,0.733,0.678,0.938,0.0138,114.004,chill
5qI9gSVZRtAcbkw1Xzx0B9,Frosty The Snowman,Ella Fitzgerald,Christmas 2022,blues,0.579,0.502,0.836,0.733,76.783,chill
3BCUomazV8Hs6BcUAkphls,When We Used To Play - Blake Baxter Remix,Blake Baxter,When We Used To Play,detroit-techno,0.801,0.905,0.678,0.0064,120.09,happy
0bWAjywvZX6qiyy6R0ocWz,Ночь светла (feat. Оркестр штаба Ленинградского военного округа),Boris Shtokolov;Оркестр штаба Ленинградского Военного округа,"Люблю тебя, Петра творенье...",romance,0.331,0.29,0.366,0.98,138.567,sad
5YRzeFvIc4yNhpzDcLKWvE,Bossy,BadKidMacei;Badkidparis,Bossy,kids,0.914,0.723,0.335,0.196,95.0,intense
6u72pIRsRCxA0nTdUfMr5c,Green Light,Ed Solo;Darrison,Don't Stop,breakbeat,0.798,0.737,0.707,0.00167,175.057,happy
1NTvMdM5cJyHpTSuy1etvZ,平均,fishbowl,平均,j-idol,0.694,0.889,0.853,0.0557,128.029,happy
4RdZfdkgW1OmkajhvcOxA1,Long Way Home,Tritonal;HALIENE;SCHALA;Jorza,Long Way Home,dub,0.511,0.795,0.415,0.0461,129.855,chill
3e4tHEcyzEtngkCw8ZBSMS,Start Over,Gaho,ITAEWON CLASS (Original Television Soundtrack),k-pop,0.591,0.818,0.574,0.172,108.107,chill
7FOeR1X65DEG4KjpVhNC4Z,それは小さな光のような,Sayuri,それは小さな光のような-special edition,anime,0.492,0.959,0.349,0.109,143.966,intense
5Qkixf9OjJp5a4XphaONKO,Surrender,Elvis Presley,Elvis 30 #1 Hits,rockabilly,0.454,0.666,0.894,0.758,82.61,chill
1YOylgJbV4yKD1VITry6A1,Hunter Theme,Noisia,Devil May Cry (Original Game Soundtrack),breakbeat,0.383,0.881,0.26,0.00219,110.799,intense
3pr0y5h4MkBngy6gyozLDV,Voodoo?,L'Impératrice,Tako Tsubo,synth-pop,0.871,0.379,0.491,0.0858,107.961,chill
5KhUOgK2skD3tFxjPoV91B,Llovió - En vivo,Presuntos Implicados,La Noche 2 desde la Ciudad de México / Zona Preferente,spanish,0.665,0.69,0.531,0.496,89.042,chill
46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),Galantis,Pharmacy,electro,0.506,0.805,0.383,0.00711,126.008,intense
0WFwjcwQekV5FTKpl4idDw,Meeresrauschen zum Schlafen,Meeresrauschen,"Meeresrauschen zur Entspannung, für Meditation, Yoga und Wellness",sleep,0.108,0.999,1e-05,0.554,84.867,intense
5h1y0Ah4mwwCWTSSUbCQSP,Higher State Of Consciousness (Adana Twins Remix Two),Josh Wink;Adana Twins,Higher State Of Consciousness (Adana Twins Remixes),minimal-techno,0.787,0.966,0.504,0.177,122.998,chill
3tshTnnudBH7kGW3QMhFuI,Eat Your Yokes,"Joey ""CoCo"" Diaz",Sociably Unacceptable,comedy,0.66,0.707,0.692,0.839,78.296,happy
5nQqnfHX5cr2FsGszRtTpr,Christmas All Over Again,Tom Petty and the Heartbreakers,Christmas Best Hits 2022,singer-songwriter,0.44,0.838,0.619,0.0956,138.908,happy
25R9Ax7cdjWx0EDr2HAKoA,Deathlessness,AJJ,Christmas Island,acoustic,0.554,0.655,0.363,0.00193,100.423,chill
3AAsiwefE8spREBj95cERE,Twinkle Twinkle Little Star,Play School,50 Best Songs,children,0.718,0.269,0.2,0.841,98.119,sad
1ezwbmmrYZVfXVLEoiqLnk,GATE OF STEINER,佐々木恵梨,TVアニメ『シュタインズ・ゲート ゼロ』オリジナル・サウンドトラック,anime,0.409,0.612,0.367,0.199,147.886,chill
02q48eRgkja20qgxTKdXk4,Close Your Eyes,Kim Petras,Happy Haunted Halloween Tunes,dance,0.548,0.728,0.337,0.0104,105.961,intense
3gj1uVEbk65EZyd2bGu0QS,Dark Moon - Radio Edit,B-Front,Dark Moon,hardstyle,0.246,0.763,0.0677,0.0592,149.655,intense
4vuJBFn3pjgac1NPJoVvly,It Is Done - Live,Planetshakers,Greater (Live),world-music,0.5,0.937,0.341,0.00633,131.988,intense
77DLJboUFvej3L6g3dqVyR,Flor De Lino,Solo Tango Orquesta,2010-2015,tango,0.372,0.391,0.186,0.946,106.65,sad
1MyWtH2yavuP1AHUi1X7ur,Sex,Cheat Codes;Kris Kross Amsterdam,Sex,house,0.604,0.691,0.186,0.00493,105.014,chill
1XtKDLAUMpkP7d5As2tMdo,Adrenaline,MASN,Adrenaline,sad,0.604,0.767,0.662,0.0724,166.912,happy
6oYkwjI1TKP9D0Y9II1GT7,Under the Sea,Samuel E. Wright;Disney,The Little Mermaid Special Edition,disney,0.511,0.475,0.819,0.708,98.957,chill
5ialQMeK57m6Y9V44IIOh7,Sin After Sin,Alter Bridge,Sin After Sin,grunge,0.383,0.819,0.36,7.47e-05,119.109,intense
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,AC/DC,Back In Black,hard-rock,0.31,0.7,0.763,0.011,188.386,chill
2ST9rghUAyWeXEG5Wtl3Q3,Hey Adi Yogi - Hard Edit,Audiofreq;Somnia;Shanti People,Hey Adi Yogi,hardstyle,0.506,0.971,0.376,0.0264,150.023,intense
6OUTbAEIxmP8RVEAFNMq1d,Ven Conmigo,Daddy Yankee;Prince Royce,Perreo Tenebroso Vol. 2,reggae,0.78,0.856,0.712,0.116,120.049,happy
5mSJyWjbBeQzJlfaRmZAIN,Little Saint Nick - 1991 Remix,The Beach Boys,Weihnachten Musik,rock,0.602,0.553,0.971,0.108,130.594,chill
55oksqIJzQHW604TLqYoCI,Narcissist,Kataklysm,Meditations,death-metal,0.483,0.951,0.141,0.000731,87.484,intense
4K7x9KC3XrcKMNdhVoaBOj,The Man In The Santa Suit,Fountains Of Wayne,Rock n Roll Christmas,alt-rock,0.622,0.72,0.948,0.0525,133.922,happy
4FfJyCX8Dq3BcfOhFEL06K,Christmas Must Be Tonight - Remastered 2001,The Band,A Very 70s Christmas,blues,0.668,0.665,0.766,0.0519,128.619,chill
3QlusKT6cJtiVNQakKTYAw,飄雪,Priscilla Chan,歸來吧,cantopop,0.609,0.351,0.376,0.77,72.019,sad
3uewgGxACwca8iwi2ZVwVT,Fried Noodles (Getter Remix),Pink Guy;Getter,Pink Season: The Prophecy,comedy,0.524,0.791,0.231,0.135,139.946,intense
5bsGv6kAydbH8VTW0xup9D,RESISTER,ASCA,百歌繚乱,anime,0.483,0.946,0.4,0.00997,91.497,chill
4JmbtS0Muijl37KP9lDscy,Heart Burn,SUNMI,Heart Burn,k-pop,0.84,0.656,0.783,0.0287,121.99,chill
2tPzQueGEjxjmBvJrYe02u,Lonely (with Chandler Leighton),ILLENIUM;Chandler Leighton,ASCEND,dubstep,0.451,0.402,0.129,0.597,92.93,chill
0BHRumGwcRNsQQVueMzOEM,Dying Sun,Out of Nowhere,Dying Sun,iranian,0.418,0.942,0.376,2.61e-05,170.046,intense
1gcESexgftSuLuML57Y69q,All Right Now,Free,Fire And Water,blues,0.787,0.472,0.824,0.221,120.059,chill
7uykYHCkou98B5r1BNJ15g,Microphone,The 20 Belows,Late Nights,power-pop,0.308,0.981,0.707,4.16e-05,184.224,happy
4RRWdUBfKdN8SdPOIiu9by,New Patches,George Jones,Too Wild Too Long,honky-tonk,0.618,0.342,0.425,0.345,108.177,chill
